RawTimestamp,LocalTime,HR_Direct,HR_Buffered,PPG,GSR,Temperature
1743370309106,17:31:49.106,-1,-1,0,0.482850482850483,26.4608428180218
1743370309126,17:31:49.126,-1,-1,0,0.482850482850483,26.4608428180218
1743370309145,17:31:49.145,-1,-1,0,1.80416598327045,26.4608428180218
1743370309165,17:31:49.165,-1,-1,0,1.80416598327045,26.4608428180218
1743370309184,17:31:49.184,-1,-1,0,1.80416598327045,26.4608428180218
1743370309204,17:31:49.204,-1,-1,0,1.80416598327045,26.4608428180218
1743370309223,17:31:49.223,-1,-1,0,1.80416598327045,26.4608428180218
1743370309243,17:31:49.243,-1,-1,0,1.77917320774464,26.4608428180218
1743370309262,17:31:49.262,-1,-1,0,1.77917320774464,26.4608428180218
1743370309282,17:31:49.282,-1,-1,0,1.77917320774464,26.4608428180218
1743370309301,17:31:49.301,-1,-1,0,1.77917320774464,26.4608428180218
1743370309321,17:31:49.321,-1,-1,0,1.77917320774464,26.4608428180218
1743370309340,17:31:49.340,-1,-1,0,1.77362637362637,26.4608428180218
1743370309360,17:31:49.360,-1,-1,0,1.77362637362637,26.4608428180218
1743370309379,17:31:49.379,-1,-1,0,1.77216117216117,26.4608428180218
1743370309399,17:31:49.399,-1,-1,0,1.77069597069597,26.4608428180218
1743370309418,17:31:49.418,-1,-1,0,1.77069597069597,26.4608428180218
1743370309438,17:31:49.438,-1,-1,0,1.76923076923077,26.4608428180218
1743370309457,17:31:49.457,-1,-1,0,1.76776556776557,26.4608428180218
1743370309477,17:31:49.477,-1,-1,0,1.76630036630037,26.4608428180218
1743370309496,17:31:49.496,-1,-1,0,1.76483516483516,26.4608428180218
1743370309516,17:31:49.516,-1,-1,0,1.76336996336996,26.4608428180218
1743370309535,17:31:49.535,-1,-1,0,1.76336996336996,26.4608428180218
1743370309555,17:31:49.555,-1,-1,0,1.76190476190476,26.4608428180218
1743370309574,17:31:49.574,-1,-1,0,1.76190476190476,26.4608428180218
1743370309594,17:31:49.594,-1,-1,0,1.76043956043956,26.4608428180218
1743370309613,17:31:49.613,-1,-1,0,1.75897435897436,26.4608428180218
1743370309633,17:31:49.633,-1,-1,0,1.75897435897436,26.4608428180218
1743370309652,17:31:49.652,-1,-1,0,1.75750915750916,26.4608428180218
1743370309672,17:31:49.672,-1,-1,0,1.75750915750916,26.4608428180218
1743370309691,17:31:49.691,-1,-1,0,1.75604395604396,26.4608428180218
1743370309711,17:31:49.711,-1,-1,0,1.75604395604396,26.4608428180218
1743370309730,17:31:49.730,-1,-1,0,1.75457875457875,26.4608428180218
1743370309750,17:31:49.750,-1,-1,0,1.75457875457875,26.4608428180218
1743370309769,17:31:49.769,-1,-1,0,1.75457875457875,26.4608428180218
1743370309789,17:31:49.789,-1,-1,0,1.75311355311355,26.4608428180218
1743370309808,17:31:49.808,-1,-1,0,1.75311355311355,26.4608428180218
1743370309828,17:31:49.828,-1,-1,0,1.75311355311355,26.4608428180218
1743370309847,17:31:49.847,-1,-1,0,1.75311355311355,26.4608428180218
1743370309867,17:31:49.867,-1,-1,0,1.75311355311355,26.4608428180218
1743370309886,17:31:49.886,-1,-1,0,1.75164835164835,26.4608428180218
1743370309906,17:31:49.906,-1,-1,0,1.75164835164835,26.4608428180218
1743370309925,17:31:49.925,-1,-1,0,1.75018315018315,26.4608428180218
1743370309945,17:31:49.945,-1,-1,0,1.74871794871795,26.4608428180218
1743370309964,17:31:49.964,-1,-1,0,1.74578754578755,26.4608428180218
1743370309984,17:31:49.984,-1,-1,0,1.74432234432234,26.4608428180218
1743370310003,17:31:50.003,-1,-1,0,1.74285714285714,26.4608428180218
1743370310023,17:31:50.023,-1,-1,0,1.74139194139194,33.351067751646
1743370310042,17:31:50.042,-1,-1,0,1.73992673992674,33.351067751646
1743370310062,17:31:50.062,-1,-1,0,1.73846153846154,33.351067751646
1743370310081,17:31:50.081,-1,-1,0,1.73699633699634,33.351067751646
1743370310101,17:31:50.101,-1,-1,0,1.73553113553114,33.351067751646
1743370310120,17:31:50.120,-1,-1,0,1.73406593406593,33.351067751646
1743370310140,17:31:50.140,-1,-1,0,1.73406593406593,33.351067751646
1743370310159,17:31:50.159,-1,-1,0,1.73260073260073,33.351067751646
1743370310179,17:31:50.179,-1,-1,0,1.73113553113553,33.351067751646
1743370310198,17:31:50.198,-1,-1,0,1.73113553113553,33.351067751646
1743370310218,17:31:50.218,-1,-1,0,1.72820512820513,33.351067751646
1743370310237,17:31:50.237,-1,-1,0,1.72673992673993,33.351067751646
1743370310257,17:31:50.257,-1,-1,0,1.72527472527472,33.351067751646
1743370310276,17:31:50.276,-1,-1,0,1.72234432234432,33.351067751646
1743370310296,17:31:50.296,-1,-1,0,1.72087912087912,33.351067751646
1743370310315,17:31:50.315,-1,-1,0,1.71794871794872,33.351067751646
1743370310335,17:31:50.335,-1,-1,0,1.71501831501831,33.351067751646
1743370310354,17:31:50.354,-1,-1,0,1.71355311355311,33.351067751646
1743370310374,17:31:50.374,-1,-1,0,1.70915750915751,33.351067751646
1743370310393,17:31:50.393,-1,-1,0,1.70622710622711,33.351067751646
1743370310413,17:31:50.413,-1,-1,0,1.7018315018315,33.351067751646
1743370310432,17:31:50.432,-1,-1,0,1.6974358974359,33.351067751646
1743370310452,17:31:50.452,-1,-1,0,1.69450549450549,33.351067751646
1743370310471,17:31:50.471,-1,-1,0,1.69010989010989,33.351067751646
1743370310491,17:31:50.491,-1,-1,0,1.68717948717949,33.351067751646
1743370310510,17:31:50.510,-1,-1,0,1.68278388278388,33.351067751646
1743370310530,17:31:50.530,-1,-1,0,1.68131868131868,33.351067751646
1743370310549,17:31:50.549,-1,-1,0,1.67985347985348,33.351067751646
1743370310569,17:31:50.569,-1,-1,0,1.67838827838828,33.351067751646
1743370310588,17:31:50.588,-1,-1,0,1.67545787545788,33.351067751646
1743370310608,17:31:50.608,-1,-1,0,1.67252747252747,33.351067751646
1743370310627,17:31:50.627,-1,-1,45.4212454212454,1.67106227106227,33.351067751646
1743370310647,17:31:50.647,-1,-1,534.065934065934,1.67106227106227,33.351067751646
1743370310666,17:31:50.666,-1,-1,1077.65567765568,1.66959706959707,33.351067751646
1743370310686,17:31:50.686,-1,-1,1491.57509157509,1.66813186813187,33.351067751646
1743370310705,17:31:50.705,-1,-1,1749.45054945055,1.66666666666667,33.351067751646
1743370310725,17:31:50.725,-1,-1,1868.13186813187,1.66520146520147,33.351067751646
1743370310744,17:31:50.744,-1,-1,1904.0293040293,1.66520146520147,33.351067751646
1743370310764,17:31:50.764,-1,-1,1911.35531135531,1.66373626373626,33.351067751646
1743370310783,17:31:50.783,-1,-1,1879.12087912088,1.66373626373626,33.351067751646
1743370310803,17:31:50.803,-1,-1,1826.37362637363,1.66227106227106,33.351067751646
1743370310822,17:31:50.822,-1,-1,1760.43956043956,1.66080586080586,33.351067751646
1743370310842,17:31:50.842,-1,-1,1676.19047619048,1.66080586080586,33.351067751646
1743370310861,17:31:50.861,-1,-1,1580.95238095238,1.65934065934066,33.351067751646
1743370310881,17:31:50.881,-1,-1,1492.30769230769,1.65934065934066,33.351067751646
1743370310900,17:31:50.900,-1,-1,1424.17582417582,1.65787545787546,33.351067751646
1743370310920,17:31:50.920,-1,-1,1383.15018315018,1.65641025641026,33.351067751646
1743370310939,17:31:50.939,-1,-1,1353.11355311355,1.65494505494505,33.351067751646
1743370310959,17:31:50.959,-1,-1,1339.19413919414,1.65201465201465,33.351067751646
1743370310978,17:31:50.978,-1,-1,1333.33333333333,1.64908424908425,33.351067751646
1743370310998,17:31:50.998,-1,-1,1308.42490842491,1.64908424908425,33.351067751646
1743370311017,17:31:51.017,-1,-1,1291.57509157509,1.64761904761905,33.3610745924525
1743370311037,17:31:51.037,-1,-1,1272.52747252747,1.64468864468864,33.3610745924525
1743370311056,17:31:51.056,-1,-1,1246.88644688645,1.64322344322344,33.3610745924525
1743370311076,17:31:51.076,-1,-1,1214.65201465201,1.64175824175824,33.3610745924525
1743370311095,17:31:51.095,-1,-1,1190.47619047619,1.63882783882784,33.3610745924525
1743370311115,17:31:51.115,-1,-1,1170.69597069597,1.63736263736264,33.3610745924525
1743370311134,17:31:51.134,-1,-1,1148.71794871795,1.63589743589744,33.3610745924525
1743370311154,17:31:51.154,-1,-1,1117.94871794872,1.63443223443223,33.3610745924525
1743370311173,17:31:51.173,-1,-1,1100.3663003663,1.63150183150183,33.3610745924525
1743370311193,17:31:51.193,-1,-1,1097.4358974359,1.63003663003663,33.3610745924525
1743370311212,17:31:51.212,-1,-1,1082.78388278388,1.62857142857143,33.3610745924525
1743370311232,17:31:51.232,-1,-1,1052.01465201465,1.62710622710623,33.3610745924525
1743370311251,17:31:51.251,-1,-1,1031.50183150183,1.62710622710623,33.3610745924525
1743370311271,17:31:51.271,-1,-1,1005.12820512821,1.62564102564102,33.3610745924525
1743370311290,17:31:51.290,-1,-1,1000,1.62417582417582,33.3610745924525
1743370311310,17:31:51.310,-1,-1,1005.86080586081,1.61978021978022,33.3610745924525
1743370311329,17:31:51.329,-1,-1,1013.91941391941,1.61538461538462,33.3610745924525
1743370311349,17:31:51.349,-1,-1,1073.26007326007,1.61098901098901,33.3610745924525
1743370311368,17:31:51.368,-1,-1,1198.5347985348,1.60805860805861,33.3610745924525
1743370311388,17:31:51.388,-1,-1,1381.68498168498,1.60512820512821,33.3610745924525
1743370311407,17:31:51.407,-1,-1,1553.11355311355,1.6021978021978,33.3610745924525
1743370311427,17:31:51.427,-1,-1,1684.98168498168,1.5992673992674,33.3610745924525
1743370311446,17:31:51.446,-1,-1,1767.03296703297,1.5978021978022,33.3610745924525
1743370311466,17:31:51.466,-1,-1,1802.9304029304,1.596336996337,33.3610745924525
1743370311485,17:31:51.485,-1,-1,1805.12820512821,1.59487179487179,33.3610745924525
1743370311505,17:31:51.505,-1,-1,1783.88278388278,1.59340659340659,33.3610745924525
1743370311524,17:31:51.524,-1,-1,1750.91575091575,1.59194139194139,33.3610745924525
1743370311544,17:31:51.544,-1,-1,1702.5641025641,1.59047619047619,33.3610745924525
1743370311563,17:31:51.563,-1,-1,1641.02564102564,1.58901098901099,33.3610745924525
1743370311583,17:31:51.583,-1,-1,1560.43956043956,1.58754578754579,33.3610745924525
1743370311602,17:31:51.602,-1,-1,1465.20146520146,1.58608058608059,33.3610745924525
1743370311622,17:31:51.622,-1,-1,1378.75457875458,1.58461538461538,33.3610745924525
1743370311641,17:31:51.641,-1,-1,1320.14652014652,1.58461538461538,33.3610745924525
1743370311661,17:31:51.661,-1,-1,1271.79487179487,1.58168498168498,33.3610745924525
1743370311680,17:31:51.680,-1,-1,1249.08424908425,1.58168498168498,33.3610745924525
1743370311700,17:31:51.700,-1,-1,1258.60805860806,1.58021978021978,33.3610745924525
1743370311719,17:31:51.719,-1,-1,1270.32967032967,1.57875457875458,33.3610745924525
1743370311739,17:31:51.739,-1,-1,1268.13186813187,1.57728937728938,33.3610745924525
1743370311758,17:31:51.758,-1,-1,1246.88644688645,1.57582417582418,33.3610745924525
1743370311778,17:31:51.778,-1,-1,1219.04761904762,1.57435897435897,33.3610745924525
1743370311797,17:31:51.797,-1,-1,1191.94139194139,1.57435897435897,33.3610745924525
1743370311817,17:31:51.817,-1,-1,1158.97435897436,1.57289377289377,33.3610745924525
1743370311836,17:31:51.836,-1,-1,1118.68131868132,1.57142857142857,33.3610745924525
1743370311856,17:31:51.856,-1,-1,1091.57509157509,1.56996336996337,33.3610745924525
1743370311875,17:31:51.875,-1,-1,1076.19047619048,1.56849816849817,33.3610745924525
1743370311895,17:31:51.895,-1,-1,1059.34065934066,1.56703296703297,33.3610745924525
1743370311914,17:31:51.914,-1,-1,1049.81684981685,1.56556776556777,33.3610745924525
1743370311934,17:31:51.934,-1,-1,1044.68864468864,1.56410256410256,33.3610745924525
1743370311953,17:31:51.953,-1,-1,1029.30402930403,1.56410256410256,33.3610745924525
1743370311973,17:31:51.973,-1,-1,1004.3956043956,1.56117216117216,33.3610745924525
1743370311992,17:31:51.992,-1,-1,994.871794871795,1.56117216117216,33.3610745924525
1743370312012,17:31:52.012,-1,-1,988.278388278388,1.55970695970696,33.3660780041246
1743370312031,17:31:52.031,-1,-1,992.673992673993,1.55970695970696,33.3660780041246
1743370312051,17:31:52.051,-1,-1,990.47619047619,1.55824175824176,33.3660780041246
1743370312070,17:31:52.070,-1,-1,977.289377289377,1.55677655677656,33.3660780041246
1743370312090,17:31:52.090,-1,-1,967.765567765568,1.55677655677656,33.3660780041246
1743370312109,17:31:52.109,-1,-1,983.150183150183,1.55531135531136,33.3660780041246
1743370312129,17:31:52.129,-1,-1,1054.94505494505,1.55384615384615,33.3660780041246
