RawTimestamp,LocalTime,HR_Direct,HR_Buffered,PPG,GSR,Temperature
1743371063322,17:44:23.322,-1,-1,0,7.38982272083317,26.4608428180218
1743371063342,17:44:23.342,-1,-1,0,7.38982272083317,26.4608428180218
1743371063361,17:44:23.361,-1,-1,0,1.3303446139267,26.4608428180218
1743371063381,17:44:23.381,-1,-1,0,1.3303446139267,26.4608428180218
1743371063400,17:44:23.400,-1,-1,0,1.3303446139267,26.4608428180218
1743371063420,17:44:23.420,-1,-1,0,1.3303446139267,26.4608428180218
1743371063439,17:44:23.439,-1,-1,0,1.3303446139267,26.4608428180218
1743371063459,17:44:23.459,-1,-1,0,1.29417620706819,26.4608428180218
1743371063478,17:44:23.478,-1,-1,0,1.29417620706819,26.4608428180218
1743371063498,17:44:23.498,-1,-1,0,1.29417620706819,26.4608428180218
1743371063517,17:44:23.517,-1,-1,0,1.29417620706819,26.4608428180218
1743371063537,17:44:23.537,-1,-1,0,1.29417620706819,26.4608428180218
1743371063556,17:44:23.556,-1,-1,0,1.29010989010989,26.4608428180218
1743371063576,17:44:23.576,-1,-1,0,1.29010989010989,26.4608428180218
1743371063595,17:44:23.595,-1,-1,0,1.29010989010989,26.4608428180218
1743371063615,17:44:23.615,-1,-1,0,1.29010989010989,26.4608428180218
1743371063634,17:44:23.634,-1,-1,0,1.29010989010989,26.4608428180218
1743371063654,17:44:23.654,-1,-1,0,1.28604728604729,26.4608428180218
1743371063673,17:44:23.673,-1,-1,0,1.28649128649129,26.4608428180218
1743371063693,17:44:23.693,-1,-1,0,1.28693528693529,26.4608428180218
1743371063712,17:44:23.712,-1,-1,0,1.28737928737929,26.4608428180218
1743371063732,17:44:23.732,-1,-1,0,1.28782328782329,26.4608428180218
1743371063751,17:44:23.751,-1,-1,0,1.28871128871129,26.4608428180218
1743371063771,17:44:23.771,-1,-1,0,1.28915528915529,26.4608428180218
1743371063790,17:44:23.790,-1,-1,0,1.28959928959929,26.4608428180218
1743371063810,17:44:23.810,-1,-1,0,1.28959928959929,26.4608428180218
