RawTimestamp,LocalTime,HeartRate,PPG,GSR,Temperature
1743285215135,17:53:35.135,-1,0,2.37728937728938,26.4608428180218
1743285215154,17:53:35.154,-1,0,2.37728937728938,26.4608428180218
1743285215174,17:53:35.174,-1,0,3.00694330545077,26.4608428180218
1743285215193,17:53:35.193,-1,0,3.00694330545077,26.4608428180218
1743285215213,17:53:35.213,-1,0,3.00694330545077,26.4608428180218
1743285215232,17:53:35.232,-1,0,3.00694330545077,26.4608428180218
1743285215252,17:53:35.252,-1,0,3.00694330545077,26.4608428180218
1743285215271,17:53:35.271,-1,0,2.98911309364271,26.4608428180218
1743285215291,17:53:35.291,-1,0,2.98911309364271,26.4608428180218
1743285215310,17:53:35.310,-1,0,2.98911309364271,26.4608428180218
1743285215330,17:53:35.330,-1,0,2.98911309364271,26.4608428180218
1743285215349,17:53:35.349,-1,0,2.98911309364271,26.4608428180218
1743285215369,17:53:35.369,-1,0,2.99120879120879,26.4608428180218
1743285215388,17:53:35.388,-1,0,2.99267399267399,26.4608428180218
1743285215408,17:53:35.408,-1,0,2.99267399267399,26.4608428180218
1743285215427,17:53:35.427,-1,0,2.99120879120879,26.4608428180218
1743285215447,17:53:35.447,-1,0,2.99267399267399,26.4608428180218
1743285215466,17:53:35.466,-1,0,2.99267399267399,26.4608428180218
1743285215486,17:53:35.486,-1,0,2.99267399267399,26.4608428180218
1743285215505,17:53:35.505,-1,0,2.99267399267399,26.4608428180218
1743285215525,17:53:35.525,-1,0,2.99120879120879,26.4608428180218
1743285215544,17:53:35.544,-1,0,2.99120879120879,26.4608428180218
1743285215564,17:53:35.564,-1,0,2.99120879120879,26.4608428180218
1743285215583,17:53:35.583,-1,0,2.98974358974359,26.4608428180218
1743285215603,17:53:35.603,-1,0,2.98974358974359,26.4608428180218
1743285215622,17:53:35.622,-1,0,2.98974358974359,26.4608428180218
1743285215642,17:53:35.642,-1,0,2.98827838827839,26.4608428180218
1743285215661,17:53:35.661,-1,0,2.98827838827839,26.4608428180218
1743285215681,17:53:35.681,-1,0,2.98827838827839,26.4608428180218
1743285215700,17:53:35.700,-1,0,2.98827838827839,26.4608428180218
1743285215720,17:53:35.720,-1,0,2.98681318681319,26.4608428180218
1743285215739,17:53:35.739,-1,0,2.98681318681319,26.4608428180218
1743285215759,17:53:35.759,-1,0,2.98681318681319,26.4608428180218
1743285215778,17:53:35.778,-1,0,2.98534798534799,26.4608428180218
1743285215798,17:53:35.798,-1,0,2.98534798534799,26.4608428180218
1743285215817,17:53:35.817,-1,0,2.98534798534799,26.4608428180218
1743285215837,17:53:35.837,-1,0,2.98388278388278,26.4608428180218
1743285215856,17:53:35.856,-1,0,2.98241758241758,26.4608428180218
1743285215876,17:53:35.876,-1,0,2.98241758241758,26.4608428180218
1743285215895,17:53:35.895,-1,0,2.98241758241758,26.4608428180218
1743285215915,17:53:35.915,-1,0,2.98241758241758,26.4608428180218
1743285215934,17:53:35.934,-1,0,2.98241758241758,26.4608428180218
1743285215954,17:53:35.954,-1,0,2.98241758241758,26.4608428180218
1743285215973,17:53:35.973,-1,0,2.98095238095238,26.4608428180218
1743285215993,17:53:35.993,-1,0,2.97948717948718,26.4608428180218
1743285216012,17:53:36.012,-1,0,2.97802197802198,26.4608428180218
1743285216032,17:53:36.032,-1,0,2.97802197802198,26.4608428180218
1743285216051,17:53:36.051,-1,0,2.97802197802198,32.7255939989118
1743285216071,17:53:36.071,-1,0,2.97655677655678,32.7255939989118
1743285216090,17:53:36.090,-1,0,2.97509157509157,32.7255939989118
1743285216110,17:53:36.110,-1,0,2.97362637362637,32.7255939989118
1743285216129,17:53:36.129,-1,0,2.97216117216117,32.7255939989118
1743285216149,17:53:36.149,-1,0,2.97069597069597,32.7255939989118
1743285216168,17:53:36.168,-1,0,2.97069597069597,32.7255939989118
1743285216188,17:53:36.188,-1,0,2.96923076923077,32.7255939989118
1743285216207,17:53:36.207,-1,0,2.96630036630037,32.7255939989118
1743285216227,17:53:36.227,-1,0,2.96483516483516,32.7255939989118
1743285216246,17:53:36.246,-1,241.758241758242,2.96336996336996,32.7255939989118
1743285216266,17:53:36.266,-1,778.021978021978,2.96190476190476,32.7255939989118
1743285216285,17:53:36.285,-1,1260.80586080586,2.96043956043956,32.7255939989118
1743285216305,17:53:36.305,-1,1595.6043956044,2.95897435897436,32.7255939989118
1743285216324,17:53:36.324,-1,1788.27838827839,2.95750915750916,32.7255939989118
1743285216344,17:53:36.344,-1,1879.12087912088,2.95604395604396,32.7255939989118
1743285216363,17:53:36.363,-1,1905.49450549451,2.95457875457875,32.7255939989118
1743285216383,17:53:36.383,-1,1887.17948717949,2.95311355311355,32.7255939989118
1743285216402,17:53:36.402,-1,1839.56043956044,2.95018315018315,32.7255939989118
1743285216422,17:53:36.422,-1,1763.36996336996,2.94871794871795,32.7255939989118
1743285216441,17:53:36.441,-1,1679.85347985348,2.94725274725275,32.7255939989118
1743285216461,17:53:36.461,-1,1598.5347985348,2.94578754578755,32.7255939989118
1743285216480,17:53:36.480,-1,1530.40293040293,2.94432234432234,32.7255939989118
1743285216500,17:53:36.500,-1,1491.57509157509,2.94285714285714,32.7255939989118
1743285216519,17:53:36.519,-1,1473.26007326007,2.94139194139194,32.7255939989118
1743285216539,17:53:36.539,-1,1461.53846153846,2.93992673992674,32.7255939989118
1743285216558,17:53:36.558,-1,1439.56043956044,2.93699633699634,32.7255939989118
1743285216578,17:53:36.578,-1,1422.71062271062,2.93553113553113,32.7255939989118
1743285216597,17:53:36.597,-1,1400.7326007326,2.93553113553113,32.7255939989118
