RawTimestamp,LocalTime,HR_Direct,HR_Buffered,PPG,GSR,Temperature
1743443134986,13:45:34.986,-1,-1,0,7.00182512029202,26.4608428180218
1743443135006,13:45:35.006,-1,-1,0,7.00182512029202,26.4608428180218
1743443135025,13:45:35.025,-1,-1,0,2.27798735261422,26.4608428180218
1743443135045,13:45:35.045,-1,-1,0,2.27798735261422,26.4608428180218
1743443135064,13:45:35.064,-1,-1,0,2.27798735261422,26.4608428180218
1743443135084,13:45:35.084,-1,-1,0,2.27798735261422,26.4608428180218
1743443135103,13:45:35.103,-1,-1,0,2.27798735261422,26.4608428180218
1743443135123,13:45:35.123,-1,-1,0,2.25395974524894,26.4608428180218
1743443135142,13:45:35.142,-1,-1,0,2.25395974524894,26.4608428180218
1743443135162,13:45:35.162,-1,-1,0,2.25395974524894,26.4608428180218
1743443135181,13:45:35.181,-1,-1,0,2.25395974524894,26.4608428180218
1743443135201,13:45:35.201,-1,-1,0,2.25395974524894,26.4608428180218
1743443135220,13:45:35.220,-1,-1,0,2.27179487179487,26.4608428180218
1743443135240,13:45:35.240,-1,-1,0,2.27326007326007,26.4608428180218
1743443135259,13:45:35.259,-1,-1,0,2.27326007326007,26.4608428180218
1743443135279,13:45:35.279,-1,-1,0,2.27326007326007,26.4608428180218
1743443135298,13:45:35.298,-1,-1,0,2.27032967032967,26.4608428180218
1743443135318,13:45:35.318,-1,-1,0,2.27032967032967,26.4608428180218
1743443135337,13:45:35.337,-1,-1,0,2.26886446886447,26.4608428180218
1743443135357,13:45:35.357,-1,-1,0,2.26739926739927,26.4608428180218
1743443135376,13:45:35.376,-1,-1,0,2.26593406593407,26.4608428180218
1743443135396,13:45:35.396,-1,-1,0,2.26446886446886,26.4608428180218
1743443135415,13:45:35.415,-1,-1,0,2.26300366300366,26.4608428180218
1743443135435,13:45:35.435,-1,-1,0,2.26153846153846,26.4608428180218
1743443135454,13:45:35.454,-1,-1,0,2.26007326007326,26.4608428180218
1743443135474,13:45:35.474,-1,-1,0,2.25860805860806,26.4608428180218
1743443135493,13:45:35.493,-1,-1,0,2.25714285714286,26.4608428180218
1743443135513,13:45:35.513,-1,-1,0,2.25567765567766,26.4608428180218
1743443135532,13:45:35.532,-1,-1,0,2.25567765567766,26.4608428180218
1743443135552,13:45:35.552,-1,-1,0,2.25421245421245,26.4608428180218
1743443135571,13:45:35.571,-1,-1,0,2.25274725274725,26.4608428180218
1743443135591,13:45:35.591,-1,-1,0,2.25128205128205,26.4608428180218
1743443135610,13:45:35.610,-1,-1,0,2.24835164835165,26.4608428180218
1743443135630,13:45:35.630,-1,-1,0,2.24835164835165,26.4608428180218
1743443135649,13:45:35.649,-1,-1,0,2.24688644688645,26.4608428180218
1743443135669,13:45:35.669,-1,-1,0,2.24542124542124,26.4608428180218
1743443135688,13:45:35.688,-1,-1,0,2.24542124542124,26.4608428180218
1743443135708,13:45:35.708,-1,-1,0,2.24395604395604,26.4608428180218
1743443135727,13:45:35.727,-1,-1,0,2.24395604395604,26.4608428180218
1743443135747,13:45:35.747,-1,-1,0,2.24249084249084,26.4608428180218
1743443135766,13:45:35.766,-1,-1,0,2.24102564102564,26.4608428180218
1743443135786,13:45:35.786,-1,-1,0,2.23956043956044,26.4608428180218
1743443135805,13:45:35.805,-1,-1,0,2.23956043956044,26.4608428180218
1743443135825,13:45:35.825,-1,-1,0,2.23809523809524,26.4608428180218
1743443135844,13:45:35.844,-1,-1,0,2.23516483516484,26.4608428180218
